"","X","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep","leaf_temp_C"
"1048",524,"2019-07-28",2019,209,"12:01:58",55,"B1_R3",2,1,"3",0.007870108,10.4037615,268.3196753,0.186112635,0.791868226,44.13497419,44.72607742,4.143838573,53.3811433,-13.8,NA,"No","No",1,3,"38.4"
"1049",525,"2019-07-12",2019,193,"19:22:58",45,"B1_R2",4,1,"6",0.000635591,2.925793299,248.6878408,0.033424892,0.822410922,35.40150968,36.34723226,1.837260498,64.72919685,-10,NA,"No","No",3,1,NA
"1050",525,"2019-07-28",2019,209,"14:31:04",55,"B1_R3",2,1,"4",0.006344683,7.641779477,260.6925291,0.125163412,-2.468867793,46.14718333,46.3169,4.864696617,51.96393071,-15.8,-13.6,"No","No",1,3,"37.5"
"1051",526,"2019-07-12",2019,193,NA,45,"B1_R2",5,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1052",526,"2019-07-28",2019,209,"17:11:30",55,"B1_R3",2,1,"5",0.0038399,3.750151626,284.3496307,0.075092884,0.791868226,45.49762903,46.01481935,4.850365285,49.61619099,-11.7,NA,"No","No",1,3,"35.3"
"1053",527,"2019-07-12",2019,193,NA,45,"B1_R2",5,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1054",527,"2019-07-28",2019,209,"05:53:48",55,"B1_R3",3,1,"1",0.000140133,-0.353813244,449.3245122,0.009635429,0.8179928,23.96865484,24.70971935,1.436807074,49.68003893,-1.4,NA,"No","No",1,3,NA
"1055",528,"2019-07-12",2019,193,NA,45,"B1_R2",5,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1056",528,"2019-07-28",2019,209,"9:40:01",55,"B1_R3",3,1,"2",0.004025127,9.242295211,267.6410849,0.145872963,-2.468867793,34.55282581,37.78848387,2.770998278,41.6175921,-13.5,NA,"No","No",1,3,"30.6"
"1057",529,"2019-07-12",2019,193,NA,45,"B1_R2",5,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1058",529,"2019-07-28",2019,209,"11:56:57",55,"B1_R3",3,1,"3",0.0074676,9.791454988,267.0345094,0.172772232,0.791868226,43.6265871,44.36675806,4.235498662,50.82342496,-13,NA,"No","No",1,3,"36.6"
"1059",530,"2019-07-12",2019,193,NA,45,"B1_R2",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1060",530,"2019-07-28",2019,209,"14:26:23",55,"B1_R3",3,1,"4",0.006349221,7.064825207,274.5519118,0.132245144,-2.468867793,45.5597,46.33638333,4.624785643,51.2980044,-16.6,-13.6,"No","No",1,3,"38.7"
"1061",531,"2019-07-12",2019,193,NA,45,"B1_R2",5,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1062",531,"2019-07-28",2019,209,"17:05:24",55,"B1_R3",3,1,"5",0.005045668,6.506579764,251.7870734,0.096886615,0.791868226,45.57079355,45.44361935,4.967444846,50.28226067,-13,NA,"No","No",1,3,"37.9"
"1063",532,"2019-07-12",2019,193,NA,45,"B1_R2",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,1,NA
"1064",532,"2019-07-28",2019,209,NA,55,"B1_R3",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1065",533,"2019-07-12",2019,193,"9:24:31",45,"B1_R2",6,1,"2",0.002265526,9.770635638,256.3355955,0.119788045,0.822410922,29.60148065,30.75921613,1.906454034,50.7311136,-10.5,NA,"No","No",3,1,NA
"1066",533,"2019-07-28",2019,209,NA,55,"B1_R3",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1067",534,"2019-07-12",2019,193,"11:54:38",45,"B1_R2",6,1,"3",0.002437284,7.782352477,188.6349084,0.065638272,0.822410922,39.35910645,38.91728065,3.612341944,50.76476039,-14.2,NA,"No","No",3,1,NA
"1068",534,"2019-07-28",2019,209,NA,55,"B1_R3",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1069",535,"2019-07-12",2019,193,"14:04:37",45,"B1_R2",6,1,"4",0.002884366,7.92196731,189.8908222,0.068635048,0.822410922,42.3809871,42.64975806,4.04120234,51.22165196,-15.1,-10.9,"No","No",3,1,NA
"1070",535,"2019-07-28",2019,209,NA,55,"B1_R3",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1071",536,"2019-07-12",2019,193,"17:16:50",45,"B1_R2",6,1,"5",0.002565002,5.798252882,211.3190279,0.056787551,0.760068969,43.29178065,43.40596452,4.291713755,51.04211428,-15.61,NA,"No","No",3,1,NA
"1072",536,"2019-07-28",2019,209,NA,55,"B1_R3",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1073",537,"2019-07-12",2019,193,"19:27:10",45,"B1_R2",6,1,"6",0.000453673,4.744885228,37.73999127,0.021763186,0.822410922,35.62038065,36.12056774,2.008699097,63.85391257,-10.3,NA,"No","No",3,1,NA
"1074",537,"2019-07-28",2019,209,NA,55,"B1_R3",5,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1075",538,"2019-07-12",2019,193,NA,55,"B1_R3",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1076",538,"2019-07-28",2019,209,NA,55,"B1_R3",5,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1077",539,"2019-07-12",2019,193,NA,55,"B1_R3",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1078",539,"2019-07-28",2019,209,NA,55,"B1_R3",5,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1079",540,"2019-07-12",2019,193,NA,55,"B1_R3",1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1080",540,"2019-07-28",2019,209,NA,55,"B1_R3",5,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1081",541,"2019-07-12",2019,193,NA,55,"B1_R3",1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1082",541,"2019-07-28",2019,209,NA,55,"B1_R3",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1083",542,"2019-07-12",2019,193,NA,55,"B1_R3",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1084",542,"2019-07-28",2019,209,"05:51:00",55,"B1_R3",6,1,"1",6.98055e-05,-0.323603636,497.7611861,0.004804981,0.77461393,23.9015871,24.6146,1.433592727,49.67975082,-1.7,NA,"No","No",1,3,NA
"1085",543,"2019-07-12",2019,193,NA,55,"B1_R3",1,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1086",543,"2019-07-28",2019,209,"9:34:14",55,"B1_R3",6,1,"2",0.00383806,8.284473722,271.6746276,0.13477377,-2.468867793,34.84084839,37.65258065,2.850936368,42.06125776,-14,NA,"No","No",1,3,"29.6"
"1087",544,"2019-07-12",2019,193,NA,55,"B1_R3",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1088",544,"2019-07-28",2019,209,"11:50:50",55,"B1_R3",6,1,"3",0.006238305,9.147198287,258.6991529,0.144209265,0.791868226,43.46127097,43.96111613,4.213795575,51.29899586,-14.8,NA,"No","No",1,3,"16.9"
"1089",545,"2019-07-12",2019,193,"8:36:57",55,"B1_R3",2,1,"2",0.002467314,13.08303421,241.0005093,0.146494243,0.822410922,27.26682581,28.059,1.71596857,50.41257982,-8.9,NA,"No","No",1,1,NA
"1090",545,"2019-07-28",2019,209,"14:21:34",55,"B1_R3",6,1,"4",0.005384189,6.587428269,274.1377598,0.118970832,-2.468867793,44.68925,46.17886667,4.359965853,50.04980662,-15,-12.6,"No","No",1,3,"37.7"
"1091",546,"2019-07-12",2019,193,"11:21:36",55,"B1_R3",2,1,"3",0.002271405,9.164179551,164.8127737,0.067887265,0.822410922,37.43715806,37.18968065,3.27440062,49.95703976,-14.4,NA,"No","No",1,1,NA
"1092",546,"2019-07-28",2019,209,"16:58:03",55,"B1_R3",6,1,"5",0.003799143,3.761782939,280.1629564,0.072089537,0.791868226,45.8165129,45.8633129,4.990923835,50.22763011,-13.2,NA,"No","No",1,3,"36.7"
"1093",547,"2019-07-12",2019,193,"13:38:20",55,"B1_R3",2,1,"4",0.003333579,7.651333805,242.2729956,0.090876367,0.822410922,40.93109677,41.90782258,3.560054049,51.56858257,-16.8,-12.1,"No","No",1,1,NA
"1094",547,"2019-07-28",2019,209,"6:32:39",67,"B1_R4",1,1,"1",0.00068563,1.422470141,342.0748267,0.048451333,0.810206786,23.77624194,24.51555484,1.413579946,49.8989409,-2.4,NA,"No","No",1,1,NA
"1095",548,"2019-07-12",2019,193,"16:45:05",55,"B1_R3",2,1,"5",0.002607017,4.342293075,232.5342508,0.050100332,0.760068969,45.5954871,45.57955484,4.893747762,50.80123621,-14.61,NA,"No","No",1,1,NA
"1096",548,"2019-07-28",2019,209,"09:46:32",67,"B1_R4",1,1,"2",0.004743123,9.036519939,271.1581089,0.151370248,0.791868226,37.85154118,38.75453529,3.115180672,50.31061692,-10.9,NA,"No","No",1,1,"34.8"
"1097",549,"2019-07-12",2019,193,"19:04:11",55,"B1_R3",2,1,"6",0.000777236,4.937170903,127.9139179,0.030252252,0.822410922,37.11292903,37.73654839,2.473511944,58.97364938,-15,NA,"No","No",1,1,NA
"1098",549,"2019-07-28",2019,209,"12:17:01",67,"B1_R4",1,1,"3",0.00555349,9.569439662,228.0181436,0.117345816,-2.468867793,43.57194286,43.51098571,4.593368285,48.83740751,-15.1,NA,"No","No",1,1,"36.7"
"1099",550,"2019-07-12",2019,193,"06:10:24",55,"B1_R3",3,1,"1",0.000290103,-0.15529315,402.194433,0.028663087,0.809573994,18.53711935,19.5132129,1.011134291,49.68151773,-4.18,NA,"No","No",1,1,NA
"1100",550,"2019-07-28",2019,209,"14:34:47",67,"B1_R4",1,1,"4",0.008796778,9.089564972,274.4048269,0.180305275,0.791868226,46.12809355,47.27217742,4.733281108,50.61787601,-14.6,-8.2,"No","No",1,1,"41.5"
"1101",551,"2019-07-12",2019,193,"8:40:55",55,"B1_R3",3,1,"2",0.004759212,17.06783172,303.0413478,0.345821204,0.822410922,26.62061935,28.44255806,1.467721228,52.19659358,-10,NA,"No","No",1,1,NA
"1102",551,"2019-07-28",2019,209,"17:23:29",67,"B1_R4",1,1,"5",0.004703975,7.26146452,227.2955446,0.087705516,-2.468867793,43.33563548,44.47553871,5.175112901,39.08146245,-15.3,NA,"No","No",1,1,"37.2"
"1103",552,"2019-07-12",2019,193,"11:26:40",55,"B1_R3",3,1,"3",0.002077371,7.802146651,187.2711005,0.064111434,0.822410922,37.47312581,37.77950323,3.166441395,50.21318904,-14,NA,"No","No",1,1,NA
"1104",552,"2019-07-28",2019,209,NA,67,"B1_R4",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1105",553,"2019-07-12",2019,193,"13:28:51",55,"B1_R3",3,1,"4",0.001174883,2.411957498,231.0803641,0.026576329,0.822410922,41.3076871,41.32068387,4.233733257,46.69678355,-14.9,-11.8,"No","No",1,1,NA
"1106",553,"2019-07-28",2019,209,NA,67,"B1_R4",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1107",554,"2019-07-12",2019,193,"16:50:52",55,"B1_R3",3,1,"5",0.001515656,2.502289701,237.5424902,0.029651575,0.760068969,45.45516129,45.60457742,4.783765407,51.12400408,-14.34,NA,"No","No",1,1,NA
"1108",554,"2019-07-28",2019,209,NA,67,"B1_R4",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1109",555,"2019-07-12",2019,193,"19:08:04",55,"B1_R3",3,1,"6",0.000265549,3.395284941,-101.8659428,0.010973188,0.822410922,36.94844516,37.31958065,2.318276706,61.86207403,-14.8,NA,"No","No",1,1,NA
"1110",555,"2019-07-28",2019,209,NA,67,"B1_R4",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1111",556,"2019-07-12",2019,193,"06:13:14",55,"B1_R3",4,1,"1",0.000263739,-0.135401621,401.75417,0.024889987,0.804893088,18.66429355,19.47942581,1.057643324,48.4925327,-4.51,NA,"No","No",1,1,NA
"1112",556,"2019-07-28",2019,209,NA,67,"B1_R4",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1113",557,"2019-07-12",2019,193,NA,55,"B1_R3",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1114",557,"2019-07-28",2019,209,NA,67,"B1_R4",3,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1115",558,"2019-07-12",2019,193,NA,55,"B1_R3",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1116",558,"2019-07-28",2019,209,NA,67,"B1_R4",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1117",559,"2019-07-12",2019,193,NA,55,"B1_R3",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1118",559,"2019-07-28",2019,209,NA,67,"B1_R4",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1119",560,"2019-07-12",2019,193,NA,55,"B1_R3",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1120",560,"2019-07-28",2019,209,NA,67,"B1_R4",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1121",561,"2019-07-12",2019,193,NA,55,"B1_R3",4,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1122",561,"2019-07-28",2019,209,NA,67,"B1_R4",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1123",562,"2019-07-12",2019,193,NA,55,"B1_R3",5,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1124",562,"2019-07-28",2019,209,"6:30:52",67,"B1_R4",4,1,"1",0.000811404,2.178638179,334.2273286,0.063942434,0.810615726,22.98970323,24.53642581,1.273244283,49.94485848,-4.6,NA,"No","No",1,1,NA
"1125",563,"2019-07-12",2019,193,NA,55,"B1_R3",5,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1126",563,"2019-07-28",2019,209,"09:37:21",67,"B1_R4",4,1,"2",0.006307604,13.36504777,259.8835052,0.212381699,0.791868226,37.05928235,38.04363529,3.001797064,49.80508328,-11.8,NA,"No","No",1,1,"30.8"
"1127",564,"2019-07-12",2019,193,"11:32:49",55,"B1_R3",5,1,"3",0.001841139,7.496986106,143.4272462,0.050349952,0.822410922,38.83145161,38.42266129,3.549766247,50.1139477,NA,NA,"No","No",1,1,NA
"1128",564,"2019-07-28",2019,209,"12:09:52",67,"B1_R4",4,1,"3",0.007385156,9.505019001,251.1131368,0.145766708,-2.468867793,41.56528571,42.56111429,5.008451896,35.90119151,-15,NA,"No","No",1,1,"33.6"
"1129",565,"2019-07-12",2019,193,"11:32:49",55,"B1_R3",5,1,"3",0.001841139,7.496986106,143.4272462,0.050349952,0.822410922,38.83145161,38.42266129,3.549766247,50.1139477,-14.9,NA,"No","No",1,1,NA
"1130",565,"2019-07-28",2019,209,"14:28:30",67,"B1_R4",4,1,"4",0.006016825,5.457848141,278.7490887,0.109371634,0.791868226,47.18399032,47.32039677,5.230722828,51.11527524,-14.1,-10.6,"No","No",1,1,"39.5"
"1131",566,"2019-07-12",2019,193,NA,55,"B1_R3",5,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1132",566,"2019-07-28",2019,209,"17:19:16",67,"B1_R4",4,1,"5",0.006296117,2.550630798,326.0209687,0.116153511,-2.468867793,43.96315806,44.83705806,5.251993687,40.62547823,-15.9,NA,"No","No",1,1,"37.1"
"1133",567,"2019-07-12",2019,193,NA,55,"B1_R3",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1134",567,"2019-07-28",2019,209,NA,67,"B1_R4",5,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1135",568,"2019-07-12",2019,193,NA,55,"B1_R3",5,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"1136",568,"2019-07-28",2019,209,NA,67,"B1_R4",5,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1137",569,"2019-07-12",2019,193,"06:16:22",55,"B1_R3",6,1,"1",-0.000150973,-0.172671559,375.0636488,-0.014487868,0.790739217,17.93438065,19.62298065,1.0310997,45.00320493,-5.75,NA,"No","No",1,1,NA
"1138",569,"2019-07-28",2019,209,NA,67,"B1_R4",5,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1139",570,"2019-07-12",2019,193,"8:45:00",55,"B1_R3",6,1,"2",0.00235253,14.04912616,234.8882539,0.150424507,0.822410922,27.46264194,28.87023871,1.59329629,52.21564328,-8.4,NA,"No","No",1,1,NA
"1140",570,"2019-07-28",2019,209,NA,67,"B1_R4",5,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1141",571,"2019-07-12",2019,193,"13:33:53",55,"B1_R3",6,1,"4",0.001775279,5.401054663,189.2063194,0.045639126,0.822410922,41.18726774,41.80956452,3.733781146,51.01315481,-16.1,-11.9,"No","No",1,1,NA
"1142",571,"2019-07-28",2019,209,NA,67,"B1_R4",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1143",572,"2019-07-12",2019,193,"16:56:47",55,"B1_R3",6,1,"5",0.00171071,3.408102491,218.7193364,0.035070955,0.760068969,44.66787419,44.91896129,4.584972042,50.94316689,-13.84,NA,"No","No",1,1,NA
"1144",572,"2019-07-28",2019,209,"6:28:43",67,"B1_R4",6,1,"1",0.000367185,2.899957367,207.078995,0.025587077,0.816036527,23.88198387,24.49539677,1.425437754,50.18592238,-1.4,NA,"No","No",1,1,NA
"1145",573,"2019-07-12",2019,193,"19:12:22",55,"B1_R3",6,1,"6",0.001071935,5.242401758,214.2027396,0.04874753,0.822410922,36.28300323,37.2503,2.128758562,61.54282303,-13.9,NA,"No","No",1,1,NA
"1146",573,"2019-07-28",2019,209,"09:30:20",67,"B1_R4",6,1,"2",0.004803801,13.93165778,235.3486894,0.17555947,0.791868226,35.76952941,36.95980588,2.750746535,49.95705699,-11,NA,"No","No",1,1,"29.6"
"1147",574,"2019-07-12",2019,193,NA,13,"B2_R1",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"1148",574,"2019-07-28",2019,209,"12:04:47",67,"B1_R4",6,1,"3",0.00555495,7.477494757,234.8371023,0.097898188,-2.468867793,42.29907143,42.3208,5.543930617,33.7585822,-15.7,NA,"No","No",1,1,"34"
"1149",575,"2019-07-12",2019,193,NA,13,"B2_R1",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"1150",575,"2019-07-28",2019,209,"14:22:19",67,"B1_R4",6,1,"4",0.003714372,4.472761963,262.5594341,0.071030874,0.791868226,45.80407742,46.20063548,4.958740201,49.61901072,-14.4,-12.5,"No","No",1,1,"40.1"
"1151",576,"2019-07-12",2019,193,NA,13,"B2_R1",1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"1152",576,"2019-07-28",2019,209,"17:14:12",67,"B1_R4",6,1,"5",0.002682691,1.702651239,310.7767253,0.049890646,-2.468867793,43.03861935,44.83036774,5.148654255,37.22354935,-15.1,NA,"No","No",1,1,"35.6"
"1153",577,"2019-07-12",2019,193,NA,13,"B2_R1",1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"1154",577,"2019-07-28",2019,209,NA,23,"B2_R1",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1155",578,"2019-07-12",2019,193,NA,13,"B2_R1",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"1156",578,"2019-07-28",2019,209,NA,23,"B2_R1",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1157",579,"2019-07-12",2019,193,NA,13,"B2_R1",1,1,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"1158",579,"2019-07-28",2019,209,NA,23,"B2_R1",1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1159",580,"2019-07-12",2019,193,NA,13,"B2_R1",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"1160",580,"2019-07-28",2019,209,NA,23,"B2_R1",1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1161",581,"2019-07-12",2019,193,"8:05:20",13,"B2_R1",2,1,"2",0.002666916,13.11906203,270.5148125,0.180416327,0.760068969,24.89854839,25.55066774,1.52065801,49.91020453,-5.1,NA,"No","No",1,2,NA
"1162",581,"2019-07-28",2019,209,NA,23,"B2_R1",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1163",582,"2019-07-12",2019,193,"10:52:52",13,"B2_R1",2,1,"3",0.005206949,17.00738068,255.7973928,0.218083687,0.760068969,32.59940968,32.8900871,2.44018031,49.77741817,-7.04,NA,"No","No",1,2,NA
"1164",582,"2019-07-28",2019,209,"5:36:46",23,"B2_R1",2,1,"1",0.00020762,1.77449527,194.3490174,0.014493383,0.743673805,23.51592258,24.12127097,1.419941787,49.35733446,-3.5,NA,"No","No",2,1,NA
"1165",583,"2019-07-12",2019,193,"13:20:28",13,"B2_R1",2,1,"4",0.007951145,17.7096672,268.3020725,0.26268403,0.760068969,37.94197097,39.14708065,3.077194048,50.25353286,-16.57,-10.11,"No","No",1,2,NA
"1166",583,"2019-07-28",2019,209,"08:33:03",23,"B2_R1",2,1,"2",0.005460712,12.19175425,275.4863652,0.218264997,0.791868226,34.71351176,35.95329412,2.545937326,50.61644239,-5.6,NA,"No","No",2,1,"31.3"
"1167",584,"2019-07-12",2019,193,"16:23:26",13,"B2_R1",2,1,"5",0.003197748,5.187673795,256.6608429,0.071804489,0.822410922,43.56703871,43.7908,4.258680328,51.80267377,-9.1,NA,"No","No",1,2,NA
"1168",584,"2019-07-28",2019,209,"11:21:40",23,"B2_R1",2,1,"3",0.011003915,13.83609802,288.1602651,0.331846465,-2.468867793,38.82784286,40.6381,3.434401783,45.98889977,-14.5,NA,"No","No",2,1,"32.5"
"1169",585,"2019-07-12",2019,193,"18:48:21",13,"B2_R1",2,1,"6",0.002093998,3.54862241,286.0771848,0.061973557,0.760068969,38.72442258,39.55895806,3.261350983,50.57174725,-6.9,NA,"No","No",1,2,NA
"1170",585,"2019-07-28",2019,209,"13:29:11",23,"B2_R1",2,1,"4",0.013050186,16.11014794,270.2736887,0.332568545,0.791868226,43.23878387,45.04195161,3.988451725,49.77799433,-12.8,-7.5,"No","No",2,1,"36.1"
"1171",586,"2019-07-12",2019,193,"6:47:06",13,"B2_R1",3,1,"1",0.004369294,-0.427871412,395.6579085,0.510189546,0.797820416,16.59808387,19.70310323,0.959339115,40.63874506,-4.5,NA,"No","No",1,2,NA
"1172",586,"2019-07-28",2019,209,"16:24:28",23,"B2_R1",2,1,"5",0.006650854,7.211545665,260.3242016,0.120114538,-2.468867793,46.77738065,47.4642129,5.294408887,48.14320252,-15,NA,"No","No",2,1,"34.6"
"1173",587,"2019-07-12",2019,193,"8:16:17",13,"B2_R1",3,1,"2",0.005148863,8.157672398,340.2109791,0.282659371,0.760068969,26.52320968,27.13779677,1.916572516,43.33362346,-5,NA,"No","No",1,2,NA
"1174",587,"2019-07-28",2019,209,NA,23,"B2_R1",3,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1175",588,"2019-07-12",2019,193,"10:59:33",13,"B2_R1",3,1,"3",0.004474277,18.30618469,202.6776287,0.165535688,0.760068969,34.44494516,34.58759355,2.717468192,49.98670596,-8.42,NA,"No","No",1,2,NA
"1176",588,"2019-07-28",2019,209,NA,23,"B2_R1",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1177",589,"2019-07-12",2019,193,"13:26:54",13,"B2_R1",3,1,"4",0.002705412,8.780010511,168.7751888,0.067172985,0.760068969,40.72550645,40.58530968,3.884129735,49.96629974,-14.2,-10.41,"No","No",1,2,NA
"1178",589,"2019-07-28",2019,209,NA,23,"B2_R1",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1179",590,"2019-07-12",2019,193,"16:30:01",13,"B2_R1",3,1,"5",0.002979269,7.284626111,207.6977239,0.069352433,0.822410922,42.78285806,43.3095,4.117781504,50.64611205,-10.3,NA,"No","No",1,2,NA
"1180",590,"2019-07-28",2019,209,NA,23,"B2_R1",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1181",591,"2019-07-12",2019,193,"18:56:02",13,"B2_R1",3,1,"6",0.002385409,4.627838629,281.7275086,0.075493377,0.760068969,37.70803548,38.59046774,3.068067517,50.69773475,-5.2,NA,"No","No",1,2,NA
"1182",591,"2019-07-28",2019,209,NA,23,"B2_R1",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"1183",592,"2019-07-12",2019,193,"6:49:06",13,"B2_R1",4,1,"1",0.002034236,3.90140129,348.4278727,0.166393149,0.797310138,18.98087419,19.81450968,1.266206232,40.363231,-4.8,NA,"No","No",1,2,NA
